submission_id,submission_date,gender,age,geography,financial_situation,education,employment_status,submission_state,,can_children_observe_deterioration_of_basic_services_of_school,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_teachers_at_scheduled_class_hours
5.47E+15,27-03-2021,Male,26 to 35 years old,Rural,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Táchira,,1,No,Irregularly
6.53E+15,26-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Táchira,,0,No,Irregularly
4.91E+15,15-03-2021,Female,Over 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Sucre,,1,No,There are not enough
6.70E+15,17-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,None of the above,Sucre,,0,No,Irregularly
6.18E+15,18-03-2021,Male,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Some secondary school / high school,I am a student,Sucre,,1,No,Irregularly
6.02E+15,18-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Sucre,,1,No,Irregularly
4.58E+15,13-03-2021,Male,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Sucre,,0,2 days,Irregularly
6.05E+15,02-04-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Sucre,,1,No,There are enough
6.73E+15,13-03-2021,Female,36 to 45 years old,Rural,"I can afford food, but nothing else",Technical school diploma or degree completed,I am unemployed,Sucre,,1,No,There are enough
6.00E+15,13-03-2021,Female,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Táchira,,1,No,There are not enough
4.69E+15,28-03-2021,Male,16 to 25 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Táchira,,1,No,Irregularly
5.91E+15,13-03-2021,Female,26 to 35 years old,Rural,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",Sucre,,1,No,Irregularly
6.65E+15,13-03-2021,Female,Over 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",Sucre,,1,No,Irregularly
6.07E+15,14-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Sucre,,1,No,There are not enough
5.01E+15,13-03-2021,Female,26 to 35 years old,Rural,I cannot afford enough food for my family,Some primary education,"I work part-time, either as an employee or self-employed",Sucre,,1,No,Irregularly
6.51E+15,21-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Sucre,,0,2 days,Irregularly
4.97E+15,18-03-2021,Female,36 to 45 years old,Rural,Prefer not to answer,Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Táchira,,1,No,Irregularly
6.24E+15,31-03-2021,Male,16 to 25 years old,Rural,"I can afford food, but nothing else",No formal education,I am unemployed,Miranda,,0,No,There are not enough
4.74E+15,30-03-2021,Female,16 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Zulia,,1,No,Irregularly
6.60E+15,19-03-2021,Female,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Lara,,1,No,There are not enough
5.50E+15,25-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food, regular expenses, and clothes, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Sucre,,1,3 days,There are not enough
6.08E+15,25-03-2021,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Táchira,,1,No,Irregularly
4.69E+15,02-04-2021,Male,16 to 25 years old,Rural,I cannot afford enough food for my family,Some primary education,I am a student and I work part-time,Zulia,,0,No,There are enough
5.61E+15,13-03-2021,Male,Over 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Post-graduate education,"I work full-time, either as an employee or self-employed",Táchira,,1,No,There are not enough
6.70E+15,13-03-2021,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Primary school completed,"I work part-time, either as an employee or self-employed",Táchira,,1,No,Irregularly
5.85E+15,12-03-2021,Male,16 to 25 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Some university or college,I am a student and I work part-time,Sucre,,1,No,There are not enough
4.83E+15,22-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Post-graduate education,"I work part-time, either as an employee or self-employed",Zulia,,1,No,Irregularly
5.31E+15,06-04-2021,Male,16 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Sucre,,1,No,Irregularly
5.77E+15,13-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food, regular expenses, and clothes, but nothing else",Some university or college,I am a student and I work part-time,Sucre,,1,Every day,Irregularly
5.46E+15,13-03-2021,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,I am unemployed,Monagas,,1,No,There are enough
5.79E+15,24-06-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",Monagas,,1,No,There are enough
5.12E+15,13-03-2021,Male,Over 45 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",University or college degree completed,"I work part-time, either as an employee or self-employed",Monagas,,0,No,Irregularly
5.24E+15,16-03-2021,Male,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Technical school diploma or degree completed,None of the above,Monagas,,1,No,Irregularly
6.08E+15,14-03-2021,Female,36 to 45 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work part-time, either as an employee or self-employed",Monagas,,1,No,Irregularly
4.58E+15,03-04-2021,Male,16 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am unable to work due to long-term illness or disability,Monagas,,1,No,Irregularly
4.64E+15,17-03-2021,Male,16 to 25 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Monagas,,1,Every day,There are enough
4.84E+15,26-03-2021,Male,16 to 25 years old,City center or metropolitan area,Prefer not to answer,Some secondary school / high school,I am a student,Monagas,,1,No,Irregularly
4.83E+15,14-03-2021,Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,I am retired,Lara,,0,No,Irregularly
5.88E+15,13-03-2021,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Lara,,1,No,Irregularly
4.78E+15,13-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am unemployed,Lara,,0,No,Irregularly
5.37E+15,13-03-2021,Male,Over 45 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,I am retired,Lara,,1,No,Irregularly
5.18E+15,02-04-2021,Male,26 to 35 years old,Rural,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),"I work full-time, either as an employee or self-employed",Lara,,1,1 day,Irregularly
4.80E+15,15-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Lara,,1,No,Irregularly
5.43E+15,15-03-2021,Female,16 to 25 years old,City center or metropolitan area,Prefer not to answer,Secondary school/ high school completed,I am a student,Lara,,1,No,There are enough
5.42E+15,17-03-2021,Male,26 to 35 years old,Rural,"I can afford food, regular expenses, and clothes, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Lara,,1,No,There are not enough
5.53E+15,21-03-2021,Male,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",Some university or college,I am a student,Lara,,1,No,There are not enough
5.83E+15,14-03-2021,Male,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Lara,,1,No,Irregularly
5.32E+15,13-03-2021,Female,26 to 35 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Bolívar,,1,No,There are not enough
6.09E+15,15-03-2021,Male,36 to 45 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Bolívar,,1,No,There are enough
5.73E+15,04-04-2021,Male,Over 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Some university or college,"I work full-time, either as an employee or self-employed",Bolívar,,1,No,Irregularly
5.98E+15,15-03-2021,Male,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Bolívar,,1,No,Irregularly
6.60E+15,28-03-2021,Female,16 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Bolívar,,0,No,There are not enough
5.51E+15,13-03-2021,Male,Over 45 years old,Rural,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),None of the above,Bolívar,,1,4 days,There are enough
4.61E+15,15-03-2021,Male,36 to 45 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",University or college degree completed,"I work part-time, either as an employee or self-employed",Bolívar,,1,No,There are enough
4.74E+15,15-03-2021,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Bolívar,,1,Every day,Irregularly
5.38E+15,17-03-2021,Female,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Secondary school/ high school completed,None of the above,Bolívar,,1,No,Irregularly
4.74E+15,13-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,University or college degree completed,I am unemployed,Bolívar,,1,Every day,There are not enough
6.44E+15,13-03-2021,Male,26 to 35 years old,Suburban/Peri-urban,Prefer not to answer,No formal education,I am unable to work due to long-term illness or disability,Bolívar,,1,No,There are enough
6.29E+15,15-03-2021,Male,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Secondary school/ high school completed,None of the above,Bolívar,,1,No,Irregularly
5.69E+15,28-03-2021,Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Some secondary school / high school,"I work full-time, either as an employee or self-employed",Bolívar,,1,No,There are not enough
6.61E+15,27-03-2021,Male,26 to 35 years old,City center or metropolitan area,I cannot afford enough food for my family,Some university or college,"I work full-time, either as an employee or self-employed",Bolívar,,1,No,Irregularly
6.08E+15,13-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some university or college,"I work full-time, either as an employee or self-employed",Bolívar,,1,No,Irregularly
5.13E+15,15-03-2021,Female,16 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,University or college degree completed,I am unemployed,Bolívar,,1,1 day,Irregularly
5.51E+15,06-04-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Bolívar,,1,Every day,There are enough
5.80E+15,13-03-2021,Female,26 to 35 years old,Rural,"I can afford food and regular expenses, but nothing else",University or college degree completed,I am unemployed,Vargas,,1,3 days,There are enough
4.93E+15,13-03-2021,Female,26 to 35 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Technical school diploma or degree completed,I am a student and I work part-time,Táchira,,1,No,Irregularly
5.87E+15,13-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food, regular expenses, and clothes, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Táchira,,1,No,There are enough
4.84E+15,13-03-2021,Female,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,"I work part-time, either as an employee or self-employed",Táchira,,0,No,Irregularly
6.42E+15,13-03-2021,Female,Over 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,University or college degree completed,I am retired,Táchira,,1,No,Irregularly
6.28E+15,27-03-2021,Female,36 to 45 years old,Rural,I cannot afford enough food for my family,Technical school diploma or degree completed,I am unemployed,Táchira,,1,No,Irregularly
6.34E+15,14-03-2021,Male,16 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student and I work part-time,Táchira,,1,2 days,There are not enough
5.75E+15,13-03-2021,Female,26 to 35 years old,Rural,"I can afford food, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Táchira,,1,No,There are not enough
6.33E+15,13-03-2021,Female,Over 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Táchira,,1,No,There are not enough
6.35E+15,13-03-2021,Male,36 to 45 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Táchira,,0,No,Irregularly
4.95E+15,13-03-2021,Female,Over 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,I am unable to work due to long-term illness or disability,Táchira,,0,No,There are not enough
5.81E+15,13-03-2021,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Táchira,,1,No,There are not enough
5.68E+15,15-03-2021,Female,16 to 25 years old,Rural,I cannot afford enough food for my family,Some secondary school / high school,"I do housework, fulfilling domestic tasks, looking after children",Táchira,,1,No,There are enough
4.70E+15,22-03-2021,Male,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Post-graduate education,I am unemployed,Táchira,,1,No,There are not enough
4.68E+15,14-03-2021,Female,36 to 45 years old,City center or metropolitan area,I cannot afford enough food for my family,Some university or college,"I work full-time, either as an employee or self-employed",Táchira,,0,No,Irregularly
4.53E+15,19-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Táchira,,1,No,There are enough
5.20E+15,13-03-2021,Female,16 to 25 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student,Táchira,,1,No,There are not enough
4.65E+15,25-03-2021,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,I am doing community or military service,Táchira,,1,No,Irregularly
5.04E+15,13-03-2021,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am unemployed,Táchira,,1,No,Irregularly
5.60E+15,13-03-2021,Female,36 to 45 years old,Rural,I cannot afford enough food for my family,Some secondary school / high school,"I work part-time, either as an employee or self-employed",Táchira,,1,No,There are not enough
4.72E+15,13-03-2021,Female,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Technical school diploma or degree completed,I am unemployed,Táchira,,1,No,There are not enough
4.95E+15,31-03-2021,Female,26 to 35 years old,Rural,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Táchira,,0,No,Irregularly
5.92E+15,13-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,Prefer not to answer,University or college degree completed,"I work full-time, either as an employee or self-employed",Táchira,,1,No,Irregularly
6.37E+15,17-03-2021,Female,16 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student,Táchira,,0,No,There are enough
6.18E+15,13-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Táchira,,1,No,There are enough
6.73E+15,13-03-2021,Female,36 to 45 years old,Rural,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Táchira,,0,No,Irregularly
6.02E+15,13-03-2021,Female,16 to 25 years old,Rural,Prefer not to answer,Secondary school/ high school completed,I am a student,Táchira,,1,No,Irregularly
5.92E+15,23-03-2021,Female,26 to 35 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Táchira,,1,No,There are not enough
5.15E+15,14-03-2021,Male,36 to 45 years old,Rural,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Táchira,,1,No,Irregularly
5.86E+15,13-03-2021,Female,16 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student and I work part-time,Táchira,,1,No,Irregularly
5.02E+15,13-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,I am unemployed,Táchira,,0,No,Irregularly
5.49E+15,24-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Táchira,,0,No,Irregularly
6.13E+15,13-03-2021,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Some university or college,I am unemployed,Táchira,,1,Every day,Irregularly
6.53E+15,14-03-2021,Male,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),None of the above,Táchira,,1,No,Irregularly
6.65E+15,27-03-2021,Prefer not to answer,16 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,None of the above,Táchira,,1,No,There are not enough
5.05E+15,14-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,I am unemployed,Táchira,,1,No,There are not enough
4.60E+15,13-03-2021,Male,26 to 35 years old,Rural,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work full-time, either as an employee or self-employed",Táchira,,1,2 days,Irregularly
6.63E+15,24-03-2021,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Táchira,,0,No,Irregularly
4.79E+15,13-03-2021,Male,26 to 35 years old,Suburban/Peri-urban,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",No formal education,"I work part-time, either as an employee or self-employed",Táchira,,1,No,There are not enough
6.63E+15,18-03-2021,Female,36 to 45 years old,Rural,"I can afford food, but nothing else",Post-graduate education,"I work part-time, either as an employee or self-employed",Táchira,,1,No,Irregularly
5.02E+15,17-03-2021,Male,26 to 35 years old,Rural,"I can afford food and regular expenses, but nothing else",Some technical education (e.g polytechnic school),"I work full-time, either as an employee or self-employed",Táchira,,0,No,There are enough
4.73E+15,19-03-2021,Female,26 to 35 years old,Rural,"I can afford food, but nothing else",Technical school diploma or degree completed,"I do housework, fulfilling domestic tasks, looking after children",Táchira,,0,No,There are enough
6.64E+15,13-03-2021,Male,26 to 35 years old,Rural,"I can afford food, but nothing else",Prefer not to answer,None of the above,Táchira,,1,1 day,Irregularly
5.57E+15,17-03-2021,Female,16 to 25 years old,Rural,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Táchira,,1,No,Irregularly
6.24E+15,13-03-2021,Female,16 to 25 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Táchira,,1,No,Irregularly
6.00E+15,13-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",Táchira,,1,No,There are not enough
6.09E+15,14-03-2021,Female,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Prefer not to answer,I am a student and I work part-time,Táchira,,1,No,There are enough
6.44E+15,15-03-2021,Female,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Primary school completed,I am retired,Táchira,,1,4 days,Irregularly
5.52E+15,14-03-2021,Male,26 to 35 years old,Rural,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Táchira,,1,No,Irregularly
5.90E+15,16-03-2021,Male,16 to 25 years old,Rural,Prefer not to answer,Some technical education (e.g polytechnic school),I am a student,Táchira,,0,1 day,Irregularly
5.22E+15,13-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Some university or college,I am a student and I work part-time,Táchira,,1,No,There are not enough
5.37E+15,01-04-2021,Female,Over 45 years old,Rural,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),I am retired,Táchira,,1,No,Irregularly
5.28E+15,16-03-2021,Male,16 to 25 years old,Rural,"I can afford food, but nothing else",Some university or college,I am a student and I work part-time,Táchira,,1,No,Irregularly
4.86E+15,02-04-2021,Female,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Post-graduate education,"I work part-time, either as an employee or self-employed",Táchira,,1,No,There are enough
4.77E+15,26-03-2021,Female,16 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student and I work part-time,Táchira,,1,No,Irregularly
5.25E+15,13-03-2021,Male,36 to 45 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Táchira,,1,No,There are not enough
4.99E+15,13-03-2021,Male,Over 45 years old,City center or metropolitan area,I cannot afford enough food for my family,Primary school completed,I am retired,Táchira,,1,No,There are not enough
5.75E+15,02-04-2021,Female,26 to 35 years old,Rural,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),"I do housework, fulfilling domestic tasks, looking after children",Táchira,,0,No,There are enough
5.82E+15,13-03-2021,Female,16 to 25 years old,Rural,I cannot afford enough food for my family,University or college degree completed,I am a student,Táchira,,0,No,Irregularly
5.88E+15,13-03-2021,Female,16 to 25 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Táchira,,1,No,Irregularly
5.69E+15,13-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Táchira,,1,No,There are not enough
6.23E+15,24-04-2021,Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Táchira,,1,No,Irregularly
5.51E+15,31-03-2021,Male,26 to 35 years old,City center or metropolitan area,I cannot afford enough food for my family,Some secondary school / high school,I am unemployed,Distrito Federal,,1,1 day,Irregularly
5.92E+15,13-03-2021,Male,26 to 35 years old,Suburban/Peri-urban,I cannot afford enough food for my family,University or college degree completed,I am unemployed,Distrito Federal,,1,No,Irregularly
6.72E+15,15-03-2021,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Distrito Federal,,1,No,There are not enough
5.21E+15,13-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I do housework, fulfilling domestic tasks, looking after children",Distrito Federal,,1,No,Irregularly
5.01E+15,14-03-2021,Female,36 to 45 years old,City center or metropolitan area,Prefer not to answer,University or college degree completed,"I work full-time, either as an employee or self-employed",Distrito Federal,,1,No,Irregularly
4.79E+15,14-03-2021,Female,36 to 45 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work part-time, either as an employee or self-employed",Distrito Federal,,1,No,There are enough
5.87E+15,13-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Distrito Federal,,1,No,There are not enough
5.17E+15,14-03-2021,Female,Over 45 years old,City center or metropolitan area,I cannot afford enough food for my family,Technical school diploma or degree completed,"I do housework, fulfilling domestic tasks, looking after children",Distrito Federal,,1,No,There are not enough
5.92E+15,18-03-2021,Male,26 to 35 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,"I work part-time, either as an employee or self-employed",Distrito Federal,,1,No,Irregularly
6.60E+15,15-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Distrito Federal,,1,No,There are not enough
6.53E+15,18-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Distrito Federal,,0,No,There are not enough
4.83E+15,02-04-2021,Male,36 to 45 years old,Rural,I cannot afford enough food for my family,University or college degree completed,I am unemployed,Distrito Federal,,1,No,There are not enough
4.63E+15,13-03-2021,Female,Over 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Some secondary school / high school,I am unemployed,Distrito Federal,,1,No,Irregularly
6.56E+15,13-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Distrito Federal,,1,No,Irregularly
4.85E+15,13-03-2021,Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Distrito Federal,,1,No,There are enough
6.70E+15,13-03-2021,Female,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,University or college degree completed,None of the above,Distrito Federal,,1,No,Irregularly
6.00E+15,13-03-2021,Female,16 to 25 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Technical school diploma or degree completed,I am unemployed,Distrito Federal,,1,No,Irregularly
5.44E+15,13-03-2021,Male,16 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",Some secondary school / high school,"I work part-time, either as an employee or self-employed",Distrito Federal,,0,No,There are not enough
4.51E+15,14-03-2021,Female,Over 45 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,"I work full-time, either as an employee or self-employed",Distrito Federal,,1,No,Irregularly
6.06E+15,23-03-2021,Male,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,I am unemployed,Distrito Federal,,1,No,There are enough
5.94E+15,13-03-2021,Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Some secondary school / high school,I am retired,Distrito Federal,,1,No,There are not enough
4.69E+15,15-03-2021,Male,36 to 45 years old,City center or metropolitan area,I cannot afford enough food for my family,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Distrito Federal,,1,4 days,There are enough
6.57E+15,15-03-2021,Female,16 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,I am unemployed,Distrito Federal,,1,No,Irregularly
5.19E+15,15-03-2021,Male,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Some university or college,"I work full-time, either as an employee or self-employed",Distrito Federal,,1,No,Irregularly
6.04E+15,13-03-2021,Male,26 to 35 years old,Suburban/Peri-urban,I cannot afford enough food for my family,University or college degree completed,I am unemployed,Distrito Federal,,1,No,There are not enough
4.52E+15,15-03-2021,Male,26 to 35 years old,City center or metropolitan area,Prefer not to answer,Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Distrito Federal,,1,No,Irregularly
